Bad Lieutenant;['Crime', 'Drama'];['Abel Ferrara', 'Zoe Lund'];Bad_Lieutenant;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bad_Lieutenant.txt
Bad Santa;['Comedy', 'Crime'];['Glenn Ficarra', 'John Requa'];Bad_Santa;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bad_Santa.txt
Bad Teacher;['Comedy'];['Lee Eisenberg', 'Gene Stupnitsky'];Bad_Teacher;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bad_Teacher.txt
Badlands;['Crime', 'Thriller', 'Drama'];['Terence Malick'];Badlands;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Badlands.txt
Bamboozled;['Comedy', 'Drama'];['Spike Lee'];Bamboozled;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bamboozled.txt
Barry Lyndon;['Drama', 'Romance', 'War'];['Stanley Kubrick'];Barry_Lyndon;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Barry_Lyndon.txt
Barton Fink;['Comedy', 'Drama', 'Thriller'];['Joel Coen', 'Ethan Coen'];Barton_Fink;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Barton_Fink.txt
Basic;['Drama', 'Mystery', 'Thriller'];['James Vanderbilt'];Basic;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Basic.txt
Basic Instinct;['Crime', 'Mystery', 'Thriller'];['Joe Eszterhas'];Basic_Instinct;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Basic_Instinct.txt
Basquiat;['Drama'];['Julian Schnabel'];Basquiat;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Basquiat.txt
Batman;['Action', 'Crime', 'Fantasy', 'Thriller'];['Sam Hamm', 'Warren Skaaren'];Batman;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Batman.txt
Batman 2;['Action', 'Crime', 'Fantasy', 'Thriller'];['Sam Hamm'];Batman_2;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Batman_2.txt
Battle of Algiers, The;['Drama', 'War'];['Gillo Pontecorvo', 'Franco Solinas'];Battle_of_Algiers;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Battle_of_Algiers.txt
Battle of Shaker Heights, The;['Drama', 'Romance', 'Comedy'];['Erica Beeney'];Battle_of_Shaker_Heights;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Battle_of_Shaker_Heights.txt
Battle: Los Angeles;['Action', 'Sci-Fi'];['Chris Bertolini'];Battle:_Los_Angeles;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Battle:_Los_Angeles.txt
Beach, The;['Drama', 'Adventure', 'Thriller'];['Alex Garland', 'John Hodge'];Beach;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beach.txt
Bean;['Comedy'];['Richard Curtist', 'Robin Briscoll'];Bean;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bean.txt
Beasts of No Nation;['Drama', 'War'];['Cary Joji Fukunaga'];Beasts_of_No_Nation;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beasts_of_No_Nation.txt
Beasts of the Southern Wild;['Drama', 'Fantasy'];['Lucy Alibar', 'Benh Zeitlin'];Beasts_of_the_Southern_Wild;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beasts_of_the_Southern_Wild.txt
Beauty and the Beast;['Family', 'Fantasy', 'Musical'];['Stephen Chbosky', 'Evan Spiliotopoulos'];Beauty_and_the_Beast;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beauty_and_the_Beast.txt
Beavis and Butt-head Do America;['Animation', 'Comedy'];['Mike Judge', 'Joe Stillman'];Beavis_and_Butt-head_Do_America;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beavis_and_Butt-head_Do_America.txt
Beginners;['Comedy', 'Drama', 'Romance'];['Mike Mills'];Beginners;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beginners.txt
Being Human;['Comedy', 'Drama', 'Fantasy'];['Bill Forsyth'];Being_Human;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Being_Human.txt
Being John Malkovich;['Comedy', 'Fantasy'];['Charlie Kaufman'];Being_John_Malkovich;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Being_John_Malkovich.txt
Being There;['Comedy', 'Drama'];['Jerry Kosinski', 'Robert C. Jones'];Being_There;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Being_There.txt
Believer, The;['Drama'];['Henry Bean', 'Mark Jacobson'];Believer;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Believer.txt
Belle;['Drama', 'Romance'];['Misan Sagay'];Belle;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Belle.txt
Beloved;['Drama'];['Richard LaGravenese', 'Toni Morrisson'];Beloved;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Beloved.txt
Benny & Joon;['Comedy', 'Romance'];['Barry Berman', 'Lesley McNeil'];Benny_&_Joon;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Benny_&_Joon.txt
Best Exotic Marigold Hotel, The;['Comedy', 'Drama'];['Ol Parker'];Best_Exotic_Marigold_Hotel;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Best_Exotic_Marigold_Hotel.txt
Big;['Comedy', 'Family', 'Fantasy'];['Gary Ross', 'Anne Spielberg'];Big;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big.txt
Big Blue, The;['Drama', 'Romance'];['Luc Besson', 'Robert Garland'];Big_Blue;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_Blue.txt
Big Eyes;['Crime', 'Drama'];['Scott Alexander', 'Larry Karaszewski'];Big_Eyes;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_Eyes.txt
Big Fish;['Drama', 'Fantasy', 'Comedy', 'Adventure'];['Daniel Wallace', 'John August'];Big_Fish;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_Fish.txt
Big Lebowski, The;['Comedy', 'Mystery', 'Thriller'];['Joel Coen', 'Ethan Coen'];Big_Lebowski;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_Lebowski.txt
Big Sick, The;['Comedy', 'Drama', 'Romance'];['Emily V. Gordon', 'Kumail Nanjiani'];Big_Sick;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_Sick.txt
Big White, The;['Comedy', 'Crime', 'Drama'];['Collin Friesen'];Big_White;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Big_White.txt
Birdman;['Comedy', 'Drama', 'Romance'];['Alejandro G. Inarritu', 'Nicolas Giacobone', 'Alexander Dinelaris Jr.', 'Armando Bo'];Birdman;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Birdman.txt
Birds, The;['Drama', 'Horror', 'Thriller', 'Romance'];['Daphne Du Maurier', 'Evan Hunter'];Birds;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Birds.txt
Birthday Girl;['Comedy', 'Drama', 'Romance', 'Crime'];['Tom Butterworth', 'Jez Butterworth'];Birthday_Girl;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Birthday_Girl.txt
Black Dahlia, The;['Crime', 'Drama', 'Mystery', 'Thriller'];['Josh Friedman', 'James Ellroy'];Black_Dahlia;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Black_Dahlia.txt
Black Panther;['Action', 'Adventure', 'Sci-Fi'];['Ryan Coogler', 'Joe Robert Cole'];Black_Panther;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Black_Panther.txt
Black Rain;['Action', 'Crime', 'Drama'];['Craig Bolotin', 'Warren Lewis'];Black_Rain;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Black_Rain.txt
Black Snake Moan;['Drama'];['Craig Brewer'];Black_Snake_Moan;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Black_Snake_Moan.txt
Black Swan;['Drama', 'Mystery', 'Thriller'];['Mark Heyman', 'Andres Heinz', 'John McLaughlin'];Black_Swan;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Black_Swan.txt
BlacKkKlansman;['Crime', 'Drama'];['Charlie Wachtel', 'David Rabinowitz', 'Kevin Willmott', 'Spike Lee'];BlacKkKlansman;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/BlacKkKlansman.txt
Blade;['Action', 'Horror', 'Sci-Fi'];['David S. Goyer'];Blade;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blade.txt
Blade II;['Action', 'Horror', 'Thriller'];['David S. Goyer'];Blade_II;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blade_II.txt
Blade Runner;['Action', 'Drama', 'Sci-Fi'];['Hampton Fancher', 'David Peoples'];Blade_Runner;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blade_Runner.txt
Blade: Trinity;['Action', 'Fantasy', 'Horror', 'Thriller'];['David S. Goyer'];Blade:_Trinity;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blade:_Trinity.txt
Blast from the Past, The;['Comedy', 'Drama', 'Romance'];['Bill Kelly', 'Hugh Wilson'];Blast_from_the_Past;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blast_from_the_Past.txt
Blind Side, The;['Drama'];['John Lee Hancock', 'Michael Lewis'];Blind_Side;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blind_Side.txt
Bling Ring, The;['Crime', 'Drama'];['Sofia Coppola'];Bling_Ring;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bling_Ring.txt
Blood and Wine;['Thriller', 'Crime', 'Drama'];['Nick Villiers'];Blood_and_Wine;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blood_and_Wine.txt
Blood Simple;['Drama', 'Thriller'];['Joel Coen', 'Ethan Coen'];Blood_Simple;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blood_Simple.txt
Blow;['Crime', 'Drama'];['David McKenna', 'Nick Cassavetes'];Blow;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blow.txt
Blue Valentine;['Drama', 'Romance'];['Derek Cianfrance', 'Cami Delavigne', 'Joey Curtis'];Blue_Valentine;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blue_Valentine.txt
Blue Velvet;['Crime', 'Drama', 'Mystery', 'Thriller'];['David Lynch'];Blue_Velvet;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Blue_Velvet.txt
Bodies, Rest & Motion;['Drama', 'Romance'];['Roger Hedden'];Bodies;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bodies.txt
Body Heat;['Crime', 'Thriller'];['Lawrence Kasdan'];Body_Heat;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Body_Heat.txt
Body of Evidence;['Romance', 'Thriller'];['Brad Mirman'];Body_of_Evidence;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Body_of_Evidence.txt
Bodyguard;['Drama', 'Romance', 'Thriller'];['Lawrence Kasdan'];Bodyguard;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bodyguard.txt
Bones;['Horror'];['Adam Simon', 'Tim Metcalfe'];Bones;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bones.txt
Bonfire of the Vanities;['Comedy', 'Drama'];['Michael Cristofer'];Bonfire_of_the_Vanities;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bonfire_of_the_Vanities.txt
Bonnie and Clyde;['Crime', 'Drama', 'Romance'];['David Newman', 'Robert Benton'];Bonnie_and_Clyde;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bonnie_and_Clyde.txt
Boogie Nights;['Drama'];['Paul Thomas Anderson'];Boogie_Nights;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Boogie_Nights.txt
Book of Eli, The;['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'Western'];['Gary Whitta'];Book_of_Eli;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Book_of_Eli.txt
Boondock Saints 2: All Saints Day;['Action', 'Crime', 'Drama', 'Thriller'];['Troy Duffy'];Boondock_Saints_2:_All_Saints_Day;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Boondock_Saints_2:_All_Saints_Day.txt
Boondock Saints, The;['Crime', 'Drama', 'Thriller'];['Troy Duffy'];Boondock_Saints;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Boondock_Saints.txt
Bottle Rocket;['Comedy', 'Crime'];['Owen Wilson', 'Wes Anderson'];Bottle_Rocket;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bottle_Rocket.txt
Bound;['Crime', 'Drama', 'Thriller'];['Andy Wachowski', 'Larry Wachowski'];Bound;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bound.txt
Bounty Hunter, The;['Action', 'Comedy', 'Crime', 'Romance'];['Sarah Thorp'];Bounty_Hunter;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bounty_Hunter.txt
Bourne Identity, The;['Action', 'Thriller', 'Mystery', 'Drama', 'Adventure'];['Tony Gilroy', 'Robert Ludlum'];Bourne_Identity;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bourne_Identity.txt
Bourne Supremacy, The;['Adventure', 'Mystery', 'Thriller', 'Action', 'Drama'];['Tony Gilroy', 'Brian Helgeland', 'Robert Ludlum'];Bourne_Supremacy;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bourne_Supremacy.txt
Bourne Ultimatum, The;['Action', 'Adventure', 'Mystery', 'Thriller'];['Tony Gilroy', 'Scott Z. Burns', 'George Nolfi'];Bourne_Ultimatum;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bourne_Ultimatum.txt
Box, The;['Drama', 'Mystery', 'Sci-Fi'];['Richard Kelly', 'Richard Matheson'];Box;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Box.txt
Boxtrolls, The;['Animation', 'Adventure', 'Comedy'];['Irena Brignull', 'Adam Pava'];Boxtrolls;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Boxtrolls.txt
Boyhood;['Drama'];['Richard Linklater'];Boyhood;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Boyhood.txt
Braveheart;['Drama', 'War', 'Action'];['Randall Wallace'];Braveheart;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Braveheart.txt
Brazil;['Comedy', 'Fantasy', 'Sci-Fi'];['Terry Gilliam', 'Charles McKeown'];Brazil;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Brazil.txt
Break;['Drama'];['Oliver Stone'];Break;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Break.txt
Breakdown;['Action', 'Thriller'];['Jonathan Mostow'];Breakdown;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Breakdown.txt
Breakfast Club, The;['Comedy', 'Drama'];['John Hughes'];Breakfast_Club;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Breakfast_Club.txt
Breaking Away;['Comedy', 'Drama'];['Steve Tesich'];Breaking_Away;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Breaking_Away.txt
Brick;['Drama', 'Mystery'];['Rian Johnson'];Brick;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Brick.txt
Bridesmaids;['Comedy'];['Annie Mumolo'];Bridesmaids;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bridesmaids.txt
Bringing Out the Dead;['Drama'];['Paul Schrader'];Bringing_Out_the_Dead;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bringing_Out_the_Dead.txt
Broadcast News;['Comedy', 'Drama', 'Romance'];['James L. Brooks'];Broadcast_News;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Broadcast_News.txt
Broken Arrow;['Action', 'Adventure', 'Thriller'];['Graham Yost'];Broken_Arrow;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Broken_Arrow.txt
Broken Embraces;['Drama', 'Romance', 'Thriller'];['Pedro Almodovar'];Broken_Embraces;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Broken_Embraces.txt
Brothers Bloom, The;['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance'];['Rian Johnson'];Brothers_Bloom;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Brothers_Bloom.txt
Bruce Almighty;['Comedy', 'Fantasy', 'Romance'];['Steve Koren', "Mark O'Keefe", 'Steve Oedekerk'];Bruce_Almighty;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bruce_Almighty.txt
Buffy the Vampire Slayer;['Action', 'Comedy', 'Horror'];['Joss Whedon'];Buffy_the_Vampire_Slayer;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Buffy_the_Vampire_Slayer.txt
Bull Durham;['Comedy', 'Drama', 'Romance'];['Ron Shelton'];Bull_Durham;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Bull_Durham.txt
Buried;['Drama', 'Mystery', 'Thriller'];['Chris Sparling'];Buried;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Buried.txt
Burlesque;['Drama', 'Musical', 'Romance'];['Steven Antin'];Burlesque;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Burlesque.txt
Burn After Reading;['Comedy', 'Crime'];['Joel Coen', 'Ethan Coen'];Burn_After_Reading;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Burn_After_Reading.txt
Burning Annie;['Comedy', 'Drama', 'Romance'];['Zack Ordynans'];Burning_Annie;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Burning_Annie.txt
Butterfly Effect, The;['Drama', 'Thriller', 'Fantasy'];['J. Mackye Gruber', 'Eric Bress'];Butterfly_Effect;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Butterfly_Effect.txt
Cable Guy;['Comedy', 'Drama', 'Thriller'];['Lou Holtz Jr.', 'Judd Apatow'];Cable_Guy;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cable_Guy.txt
Candle to Water;['Drama'];['Nick Green'];Candle_to_Water;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Candle_to_Water.txt
Capote;['Crime', 'Drama'];['Dan Futterman'];Capote;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Capote.txt
Carrie;['Horror', 'Thriller'];['Lawrence D. Cohen', 'Stephen King'];Carrie;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Carrie.txt
Cars 2;['Animation', 'Action', 'Adventure'];['Ben Queen'];Cars_2;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cars_2.txt
Case 39;['Horror', 'Mystery', 'Thriller'];['Ray Wright'];Case_39;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Case_39.txt
Casino;['Crime'];['Nicholas Pileggi', 'Martin Scorsese'];Casino;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Casino.txt
Cast Away;['Adventure', 'Drama'];['William Broyles Jr.'];Cast_Away;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cast_Away.txt
Catch Me If You Can;['Crime', 'Drama'];['Jeff Nathanson'];Catch_Me_If_You_Can;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Catch_Me_If_You_Can.txt
Catwoman;['Action', 'Crime'];['Daniel Waters'];Catwoman;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Catwoman.txt
Cecil B. Demented;['Comedy', 'Crime', 'Thriller'];['John Waters'];Cecil_B;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cecil_B.txt
Cedar Rapids;['Comedy'];['Phil Johnston'];Cedar_Rapids;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cedar_Rapids.txt
Celeste & Jesse Forever;['Comedy', 'Drama', 'Romance'];['Rashida Jones', 'Will McCormack'];Celeste_&_Jesse_Forever;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Celeste_&_Jesse_Forever.txt
Cell, The;['Horror', 'Sci-Fi', 'Thriller'];['Mark Protosevich'];Cell;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cell.txt
Cellular;['Action', 'Crime', 'Drama', 'Mystery', 'Thriller'];['Larry Cohen', 'Chris Morgan', 'J. Mackye Gruber', 'Eric Bress'];Cellular;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cellular.txt
Change-Up, The;['Comedy'];['Jon Lucas', 'Scott Moore'];Change-Up;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Change-Up.txt
Changeling;['Crime', 'Drama', 'Mystery'];['J Michael Straczynski'];Changeling;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Changeling.txt
Chaos;['Action', 'Crime', 'Drama', 'Thriller'];['Tony Giglio'];Chaos;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Chaos.txt
Charade;['Comedy', 'Mystery', 'Romance', 'Thriller'];['Peter Stone'];Charade;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Charade.txt
Charlie's Angels;['Action', 'Comedy'];['Ed Solomon', 'John August', 'Zak Penn'];Charlie's_Angels;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Charlie's_Angels.txt
Chasing Amy;['Comedy', 'Romance'];['Kevin Smith'];Chasing_Amy;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Chasing_Amy.txt
Chasing Sleep;['Horror', 'Thriller'];['Michael Walker'];Chasing_Sleep;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Chasing_Sleep.txt
Cherry Falls;['Horror', 'Thriller', 'Comedy', 'Mystery'];['Ken Selden'];Cherry_Falls;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Cherry_Falls.txt
Chinatown;['Crime', 'Mystery', 'Thriller'];['Robert Towne'];Chinatown;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Chinatown.txt
Christ Complex;['Comedy', 'Fantasy'];['Jeffrey Scott Richards'];Christ_Complex;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Christ_Complex.txt
Chronicle;['Drama', 'Sci-Fi', 'Thriller'];['Max Landis', 'Josh Trank'];Chronicle;/media/lhodges/B41C1C421C1C0252/Users/lhodges/Documents/ML/movie_scripts/data/scraping/texts/Chronicle.txt
